;18.02.2022 18:03:56;18.02.2022 16:05:10;18.02.2022 14:06:03;18.02.2022 12:07:28;18.02.2022 10:01:03;18.02.2022 08:02:26;18.02.2022 06:04:18;18.02.2022 04:05:35;18.02.2022 02:06:47;18.02.2022 00:00:15;17.02.2022 22:01:09;17.02.2022 20:02:58;17.02.2022 18:04:51;17.02.2022 16:05:41;17.02.2022 14:07:28;17.02.2022 12:00:22;17.02.2022 10:01:14;17.02.2022 08:02:01;17.02.2022 06:03:40;17.02.2022 04:05:04;17.02.2022 02:05:57;17.02.2022 00:07:12;16.02.2022 22:00:37;16.02.2022 20:02:05;16.02.2022 18:03:00;16.02.2022 16:04:04;16.02.2022 14:06:05;16.02.2022 12:00:17;16.02.2022 10:02:02;16.02.2022 08:03:11;16.02.2022 06:04:53;16.02.2022 04:06:09;16.02.2022 02:07:30;16.02.2022 00:00:35;15.02.2022 22:01:45;15.02.2022 20:03:36
Ime;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena
NuCypher;0,48076798;0,48076798;0,48076798;0,48076798;0,48076798;0,48076798;0,48076798;0,48076798;0,48076798;0,48076798;0,48076798;0,48076798;0,48076798;0,48076798;0,48076798;0,48076798;0,48076798;0,48076798;0,48076798;0,48076798;0,48076798;0,48076798;0,48076798;0,48076798;0,48076798;0,48076798;0,48076798;0,48098666;0,48049463;0,4816427;0,48240808;0,49020588;0,4801995;0,4760043;0,47390467;0,47344485
MOBOX;2,60603;2,658348;2,663868;2,684135;2,6928;2,578399;2,542581;2,543462;2,5323;2,571639;2,577221;2,587497;2,616263;2,60336;2,652043;2,639739;2,6448;2,674168;2,661318;2,670162;2,713211;2,712949;2,704419;2,66167;2,648499;2,624472;2,680851;2,686029;2,757988;2,690574;2,66573;2,716602;2,734053;2,727576;2,708153;2,721626
Mask Network;4,677603;4,719047;4,828976;4,86984;4,87784;4,849573;4,820071;4,853538;4,803002;4,844619;4,858493;4,91871;5,0749;5,0357;5,1738;5,1809;5,2587;5,3369;5,2829;5,3896;5,3965;5,352;5,3552;5,2521;5,2328;5,1864;5,3591;5,3941;5,465;5,4463;5,3659;5,4209;5,4769;5,4358;5,4075;5,3878
Yield Guild Games;2,628998;2,678634;2,732601;2,759918;2,7896;2,756219;2,708153;2,701107;2,707579;2,707313;2,694367;2,73017;2,813517;2,835142;2,909941;2,90477;2,940136;2,977369;2,962217;3,028119;3,068408;3,058553;3,092146;3,043416;3,040055;3,050586;3,133531;3,117131;3,157009;3,172481;3,108695;3,1304;3,13231;3,231508;3,075404;3,037725
Radicle;4,882552;4,834242;4,918858;4,939126;4,95792;4,932321;4,943369;4,901976;4,881394;4,901003;4,942169;4,905499;5,0652;4,967888;5,0497;5,0127;5,0419;5,1174;5,1585;5,2884;5,2673;5,3274;5,2796;5,2864;5,2556;5,3784;5,5511;5,1495;5,0343;5,0032;5,0147;4,970878;5,0055;4,944172;4,973313;4,93168
Gitcoin;6,2377;6,3135;6,4566;6,4514;6,5041;6,4112;6,3252;6,3217;6,3162;6,3414;6,3479;6,4045;6,6107;6,5058;6,7124;6,7129;6,7698;6,8485;6,7698;6,8663;7,1998;7,212;7,1541;7,1643;6,9028;6,9226;7,057;7,027;7,1938;7,0771;7,0751;7,1722;7,0109;6,8277;6,814;6,764
Clover Finance;0,3233244;0,32634;0,33045;0,3366184;0,3344;0,3336337;0,3240976;0,3249783;0,321492;0,323327;0,325896;0,334666;0,3425534;0,3419444;0,3556008;0,3530805;0,3535216;0,3622554;0,3582544;0,362354;0,364868;0,3675892;0,3666264;0,360636;0,3616389;0,3583228;0,3672519;0,3668766;0,3726536;0,376187;0,3688432;0,3749775;0,3797541;0,379711;0,3769396;0,3777345
SuperRare;0,507955;0,512442;0,527839;0,544582;0,54296;0,548427;0,536346;0,542511;0,541692;0,540053;0,546977;0,562767;0,570629;0,558744;0,576531;0,565281;0,57833;0,612573;0,584149;0,582229;0,567084;0,566334;0,57148;0,564703;0,561376;0,560815;0,583904;0,578908;0,587105;0,586746;0,57356;0,573495;0,585932;0,584103;0,581262;0,578488
BarnBridge;8,0831;8,1497;8,3185;8,4409;8,4832;8,5213;8,4723;8,4459;8,3852;8,4312;8,4821;8,5692;8,7003;8,6808;8,8284;8,849;8,8424;8,9198;8,8769;8,9533;8,9503;8,9787;8,9942;8,8488;8,8694;8,8216;8,9831;8,9916;9,1142;9,1007;9,0799;9,0789;9,137;9,1976;9,0536;9,0868
Tornado Cash;35,9367;34,5264;36,4024;35,8167;36,4848;36,8229;38,4337;37,5883;34,9854;34,3414;35,6724;36,8045;40,173;39,9846;41,6775;40,0628;41,5145;41,3817;39,355;35,0569;32,6711;33,1534;33,9283;31,9295;31,5532;32,6276;31,8549;30,4587;27,7732;27,3903;27,1514;26,8396;26,5211;26,3331;26,5091;26,82
Gala;0,26085919;0,26406198;0,26548794;0,2706782;0,2691744;0,2658418;0,26548701;0,2669842;0,26649485;0,26889882;0,26861758;0,2770418;0,27610332;0,28191906;0,28223613;0,27947951;0,28991416;0,28602311;0,29410392;0,29462371;0,29195594;0,29536408;0,29584201;0,29047031;0,29290111;0,29407121;0,29417141;0,29990622;0,30191973;0,30363665;0,30105723;0,30303476;0,30262261;0,3011258;0,29355492;0,28975494
Quant;101,061;103,194;104,687;106,008;105,776;106,34;105,156;107,445;105,079;104,575;105,079;106,212;109,723;108,488;111,697;111,295;113,374;114,935;115,153;116,182;114,56;114,938;114,384;113,205;111,747;110,666;113,963;114,638;116,982;112,592;111,888;113,728;115,16;116,644;116,164;115,169
Livepeer;22,2793;22,4796;22,8231;23,1553;23,1616;22,9054;22,634;22,6692;22,4868;22,6153;22,7599;23,0655;23,741;23,5043;24,1967;24,2049;24,4644;24,9436;24,4513;25,2504;25,2594;25,3883;25,4704;24,6464;24,4172;23,9997;24,7917;24,9335;25,1541;25,3287;24,9719;25,7102;24,8735;24,994;24,7829;24,61
