;05.02.2022 13:00:00;05.02.2022 10:59:33;05.02.2022 09:00:34;05.02.2022 07:01:32;05.02.2022 05:02:34;05.02.2022 03:03:30;05.02.2022 01:04:20;04.02.2022 23:05:01;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 21:01:07;03.02.2022 19:02:05;03.02.2022 17:02:40;03.02.2022 15:03:40;03.02.2022 13:04:41;03.02.2022 11:05:53;03.02.2022 08:58:48;03.02.2022 06:59:59;03.02.2022 05:00:47;03.02.2022 03:01:44;03.02.2022 01:02:43;02.02.2022 22:59:15;02.02.2022 21:00:11;02.02.2022 19:01:21;02.02.2022 17:02:34;02.02.2022 15:03:42;02.02.2022 13:04:47;02.02.2022 11:05:54;02.02.2022 08:59:06;02.02.2022 07:00:14;02.02.2022 05:09:19;02.02.2022 03:02:34;02.02.2022 01:03:37;01.02.2022 23:04:24;01.02.2022 21:05:29;01.02.2022 18:58:39;01.02.2022 16:59:49;01.02.2022 15:00:03;01.02.2022 13:00:13;01.02.2022 11:00:54;01.02.2022 09:01:45;01.02.2022 07:03:01;01.02.2022 05:04:19;01.02.2022 03:05:36;01.02.2022 00:58:47
Ime;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena
Pundi X;0,750578;0,747954;0,742281;0,75164;0,744563;0,741322;0,735034;0,722798;0,72015;0,717502;0,714854;0,712206;0,709558;0,70691;0,704262;0,701614;0,698966;0,696318;0,69367;0,691022;0,68289;0,685125;0,686926;0,687983;0,690475;0,702187;0,705562;0,703722;0,695196;0,697103;0,683029;0,674903;0,687878;0,679987;0,689152;0,695217;0,694411;0,698541;0,690397;0,685382;0,69264;0,687968;0,697002;0,696427;0,695589;0,695012;0,691564;0,6947;0,694494;0,704009;0,710699;0,693466;0,69312;0,685794;0,689634
COTI;0,2794986;0,2782182;0,279776;0,2791556;0,2751352;0,27327492;0,26951076;0,264822;0,263254987;0,261687973;0,26012096;0,258553947;0,256986933;0,25541992;0,253852907;0,252285893;0,25071888;0,249151867;0,247584853;0,24601784;0,2388364;0,24628435;0,24932866;0,24732864;0,25125125;0,2517944;0,2493875;0,24701181;0,2461968;0,2500453;0,25531638;0,25366448;0,26461617;0,26222586;0,25945082;0,27375275;0,27537598;0,27728624;0,27580839;0,27317606;0,2715504;0,2716362;0,27409473;0,2771496;0,2734323;0,27595799;0,27715902;0,2774928;0,28268223;0,28995918;0,28525918;0,28566518;0,28704798;0,29233204;0,293139
Status;0,04927416;0,0493204;0,04885515;0,04862833;0,04849179;0,04834881;0,04780103;0,0471751;0,046903409;0,046631718;0,046360028;0,046088337;0,045816646;0,045544955;0,045273264;0,045001573;0,044729883;0,044458192;0,044186501;0,04391481;0,04353224;0,04378316;0,04369126;0,04417647;0,04424964;0,04458284;0,04439569;0,04430754;0,04446751;0,04461521;0,04409195;0,04373814;0,04464384;0,04397645;0,04683625;0,04465292;0,04461847;0,04509397;0,0446279;0,0439245;0,04384768;0,04366886;0,04415629;0,04445662;0,04374515;0,04377715;0,04340847;0,04422133;0,04395688;0,04424589;0,044122;0,0442768;0,04432246;0,04410703;0,04458493
BakerySwap;0,626357;0,626428;0,625124;0,634524;0,61617;0,606695;0,603934;0,597816;0,5943435;0,590871;0,5873985;0,583926;0,5804535;0,576981;0,5735085;0,570036;0,5665635;0,563091;0,5596185;0,556146;0,541059;0,545063;0,548312;0,543454;0,547588;0,555012;0,55735;0,55571;0,555271;0,561408;0,552802;0,55622;0,578986;0,569248;0,563369;0,579348;0,576759;0,58049;0,577005;0,562865;0,562992;0,557476;0,562929;0,563182;0,560385;0,563307;0,561785;0,566611;0,566735;0,568896;0,565531;0,565277;0,559485;0,555591;0,550638
Energy Web Token;5,4;5,35;5,344;5,287;5,26;5,255;5,306;5,275;5,257416667;5,239833333;5,22225;5,204666667;5,187083333;5,1695;5,151916667;5,134333333;5,11675;5,099166667;5,081583333;5,064;5,078;5,069;5,065;5,005;5,068;5,051;5,021;5,013;5,04;5,099;5,107;5,137;5,209;5,194;5,23;5,365;5,384;5,315;5,32;5,301;5,26;5,238;5,271;5,382;5,302;5,441;5,391;5,407;5,337;5,547;5,384;5,462;5,46;5,45;5,471
NKN;0,22980996;0,22379942;0,21262976;0,2176509;0,2079246;0,21103188;0,19671489;0,1912312;0,189987148;0,188743095;0,187499043;0,18625499;0,185010938;0,183766885;0,182522833;0,18127878;0,180034728;0,178790675;0,177546623;0,17630257;0,1731739;0,17541745;0,17624957;0,17413416;0,1751925;0,17625608;0,17741125;0,17663959;0,17614584;0,1780209;0,17877462;0,18041709;0,18918861;0,18779334;0,19035842;0,19874715;0,19735426;0,19828984;0,20656779;0,19362918;0,1950048;0,19564908;0,19791291;0,19906803;0,19577895;0,19711285;0,19724691;0,1961127;0,19529319;0,19706913;0,19388362;0,19415262;0,19430529;0,19583928;0,1959309
DODO;0,4820148;0,4820699;0,4878594;0,4868737;0,478078;0,4711938;0,473708;0,466716;0,465702215;0,46468843;0,463674645;0,46266086;0,461647075;0,46063329;0,459619505;0,45860572;0,457591935;0,45657815;0,455564365;0,45455058;0,4491315;0,426125;0,4237359;0,414023;0,410025;0,4149288;0,4180125;0,4130624;0,4091472;0,4141823;0,4110576;0,4127362;0,4240587;0,4196322;0,4180976;0,436943;0,433454;0,4340364;0,4367484;0,4403488;0,441336;0,4331976;0,4359589;0,4370436;0,434076;0,4396106;0,44445;0,4482576;0,4484905;0,4560057;0,4444094;0,4424294;0,4436682;0,4405492;0,438372
Ardor;0,18755712;0,18644119;0,18543903;0,1866864;0,1860746;0,18262038;0,18482985;0,1796944;0,178732987;0,177771573;0,17681016;0,175848747;0,174887333;0,17392592;0,172964507;0,172003093;0,17104168;0,170080267;0,169118853;0,16815744;0,16590725;0,16684343;0,16677473;0,17342952;0,16818125;0,16907462;0,1684475;0,1701888;0,16799832;0,16842231;0,16433445;0,16199453;0,16422315;0,16123134;0,16369584;0,162748;0,16294332;0,16314088;0,16165017;0,16051424;0,1605504;0,15996354;0,16355118;0,16202592;0,16108845;0,16000402;0,15920199;0,16018094;0,16021324;0,16142424;0,1598627;0,16085914;0,16169835;0,16168334;0,1585089
Power Ledger;0,536943;0,535986;0,531309;0,541807;0,517125;0,516322;0,516521;0,511832;0,509030945;0,50622989;0,503428835;0,50062778;0,497826725;0,49502567;0,492224615;0,48942356;0,486622505;0,48382145;0,481020395;0,47821934;0,4737332;0,47620694;0,47510205;0,47336541;0,4750329;0,48024898;0,48243322;0,48541372;0,47933362;0,48945508;0,4723171;0,47883467;0,48541849;0,48214748;0,47865985;0,48777352;0,4859306;0,48885965;0,48647819;0,4852125;0,48746288;0,48513379;0,49541713;0,4893675;0,48632306;0,48775333;0,48637998;0,48986263;0,48863693;0,49430953;0,49081449;0,49253649;0,49304447;0,4923576;0,48837646
PAX Gold;1586,89;1589,51;1586,85;1587,18;1588,06;1588,42;1586,13;1586,31;1586,293333;1586,276667;1586,26;1586,243333;1586,226667;1586,21;1586,193333;1586,176667;1586,16;1586,143333;1586,126667;1586,11;1585,53;1581,82;1585,28;1595,13;1604,42;1602,97;1606,38;1602,61;1604,71;1608,84;1605,25;1604,89;1604,16;1605,93;1603,3;1603,96;1600,24;1603,89;1600,87;1602,48;1601,95;1604,07;1602,66;1605,34;1606,44;1609,83;1606,24;1608,92;1607,82;1607,13;1606,46;1605,03;1604,51;1607,92;1608,26
My Neighbor Alice;6,9109;6,7884;6,7321;6,8609;6,59;6,4603;6,3969;6,2666;6,231191667;6,195783333;6,160375;6,124966667;6,089558333;6,05415;6,018741667;5,983333333;5,947925;5,912516667;5,877108333;5,8417;5,717;5,8181;5,913;5,8749;5,9722;5,9845;6,0261;5,9921;5,9778;6,0664;6,0684;6,0139;6,3299;6,1882;6,2183;6,5733;6,546;6,5416;6,5135;6,5253;6,6511;6,5068;6,5616;6,583;6,5022;6,5052;6,5156;6,4037;6,4846;6,4979;6,4472;6,4361;6,3878;6,2426;6,1657
Orchid;0,2305098;0,2221992;0,22259678;0,2230448;0,2210967;0,21855;0,218937;0,2188496;0,21785119;0,21685278;0,21585437;0,21485596;0,21385755;0,21285914;0,21186073;0,21086232;0,20986391;0,2088655;0,20786709;0,20686868;0,201365;0,2027375;0,20502501;0,20313554;0,20545625;0,208351;0,2078525;0,20615338;0,20466216;0,2056066;0,20535162;0,20583668;0,21025875;0,20922002;0,2121491;0,2179408;0,2184962;0,21888216;0,21572694;0,21520272;0,217116;0,21615495;0,21877856;0,21949893;0,21748275;0,22025025;0,22026942;0,22119378;0,21909427;0,22062498;0,21873136;0,22005744;0,21898322;0,2158156;0,2159784
Band Protocol;3,443213;3,416094;3,38529;3,425206;3,380632;3,324583;3,333928;3,314208;3,283399583;3,252591167;3,22178275;3,190974333;3,160165917;3,1293575;3,098549083;3,067740667;3,03693225;3,006123833;2,975315417;2,944507;2,90666;2,937039;2,946851;2,93923;2,936407;2,939966;2,961587;2,960242;2,951705;2,988853;2,97751;2,952924;3,042776;2,996741;2,983374;3,107248;3,081062;3,073759;3,06434;3,049593;3,077808;3,061677;3,108538;3,111177;3,120366;3,131558;3,124484;3,122683;3,151688;3,209818;3,174632;3,171783;3,204567;3,155188;3,093552
Ark;0,924615;0,916417;0,90762;0,929019;0,922791;0,920792;0,89214;0,872562;0,868465417;0,864368833;0,86027225;0,856175667;0,852079083;0,8479825;0,843885917;0,839789333;0,83569275;0,831596167;0,827499583;0,823403;0,820711;0,822334;0,823661;0,827422;0,817317;0,816587;0,835279;0,811977;0,811532;0,814884;0,795615;0,805891;0,813251;0,828609;0,815814;0,810231;0,810285;0,809983;0,80739;0,76817;0,775556;0,779557;0,78556;0,781609;0,775109;0,779027;0,7752;0,782272;0,779298;0,785365;0,779831;0,782223;0,784061;0,773412;0,778521
Mirror Protocol;1,124993;1,122368;1,111235;1,132834;1,130956;1,113731;1,095122;1,099492;1,10004775;1,1006035;1,10115925;1,101715;1,10227075;1,1028265;1,10338225;1,103938;1,10449375;1,1050495;1,10560525;1,106161;1,091749;1,104124;1,088729;1,059602;1,083638;1,060374;1,08275;1,052038;1,037038;1,038677;1,020557;1,026526;1,038457;1,025177;1,022213;1,036634;1,041174;1,043818;1,026181;1,021858;1,027416;1,027069;1,036179;1,040199;1,032709;1,041183;1,040902;1,05305;1,036646;1,045346;1,03933;1,030852;1,023644;1,01576;1,018413
Venus;7,6554;7,7507;7,6938;7,9368;7,8048;7,5706;7,5776;7,5347;7,497983333;7,461266667;7,42455;7,387833333;7,351116667;7,3144;7,277683333;7,240966667;7,20425;7,167533333;7,130816667;7,0941;6,9244;7,0971;6,9466;6,9231;6,8226;6,8719;6,8935;6,8696;6,8264;6,8719;6,927;6,8904;7,055;6,9327;6,9423;7,2449;7,158;7,1702;7,1645;7,1194;7,192;7,1541;7,2275;7,2396;7,213;7,2616;7,2122;7,2445;7,2186;7,3148;7,239;7,2462;7,1571;7,0987;7,0656
iExec RLC;1,901815;1,875571;1,862259;1,899419;1,856376;1,82533;1,822081;1,79607;1,781857667;1,767645333;1,753433;1,739220667;1,725008333;1,710796;1,696583667;1,682371333;1,668159;1,653946667;1,639734333;1,625522;1,586406;1,601067;1,608091;1,601294;1,610812;1,625138;1,623238;1,624588;1,627733;1,665598;1,653975;1,674859;1,714826;1,685611;1,682134;1,760155;1,759469;1,791177;1,756758;1,742751;1,765344;1,767411;1,767809;1,7766;1,738083;1,745984;1,756466;1,755676;1,733073;1,763578;1,737365;1,73767;1,761309;1,739902;1,742796
StormX;0,01481036;0,01493284;0,01433852;0,01470068;0,01445596;0,01418827;0,01406105;0,0138529;0,013789618;0,013726335;0,013663053;0,01359977;0,013536488;0,013473205;0,013409923;0,01334664;0,013283358;0,013220075;0,013156793;0,01309351;0,01286985;0,01300976;0,0129314;0,01295657;0,01295604;0,01299756;0,0130285;0,0130744;0,01304489;0,01322368;0,01297843;0,01304636;0,01325294;0,01318212;0,01315413;0,0134209;0,01340169;0,0135359;0,01332875;0,0132371;0,01339104;0,01335101;0,0134872;0,01346814;0,01346703;0,01360657;0,0135735;0,01369676;0,01367982;0,0139024;0,0139007;0,01398504;0,01366641;0,01354644;0,01368576
Storj;1,153861;1,147913;1,140874;1,174394;1,160585;1,154818;1,083199;1,06864;1,062731167;1,056822333;1,0509135;1,045004667;1,039095833;1,033187;1,027278167;1,021369333;1,0154605;1,009551667;1,003642833;0,997734;0,980823;0,995111;0,996174;0,98881;0,997461;1,010901;1,010951;1,016232;1,008078;1,016653;0,98326;0,993224;1,032348;1,011632;1,027617;1,046806;1,046393;1,056244;1,029739;1,021414;1,019513;1,01686;1,022417;1,027852;1,018833;1,017512;1,018324;1,013585;1,018614;1,037791;1,026862;1,031653;1,036829;1,030832;1,030263
TomoChain;1,149487;1,153118;1,137464;1,149442;1,130082;1,110234;1,101988;1,08813;1,07912275;1,0701155;1,06110825;1,052101;1,04309375;1,0340865;1,02507925;1,016072;1,00706475;0,9980575;0,98905025;0,980043;0,96305;0,972889;0,976435;0,962714;0,975362;0,977033;0,982462;0,977589;0,971503;0,972042;0,965631;0,976041;1,003045;0,980027;0,997411;1,028674;1,021713;1,021628;1,005764;1,00499;1,006992;1,001326;1,006879;1,009997;1,004245;1,010926;1,008013;1,012137;1,012434;1,024013;1,017065;1,018389;1,025426;1,010409;1,005939
Stratis;1,05151;1,067378;1,062275;1,098744;1,109853;1,160938;0,972651;0,954408;0,95136225;0,9483165;0,94527075;0,942225;0,93917925;0,9361335;0,93308775;0,930042;0,92699625;0,9239505;0,92090475;0,917859;0,906142;0,910875;0,913269;0,911628;0,922112;0,939796;0,930987;0,919093;0,902426;0,909175;0,960316;0,94947;0,957895;0,980138;0,999182;0,964989;0,935907;0,927542;0,915219;0,894902;0,89688;0,892138;0,899443;0,896295;0,892168;0,89257;0,888011;0,885842;0,882771;0,894233;0,885256;0,886639;0,8909;0,885557;0,893673
Badger DAO;10,0252;10,1039;10,0982;10,2083;10,0947;9,8959;9,91;9,815;9,770725;9,72645;9,682175;9,6379;9,593625;9,54935;9,505075;9,4608;9,416525;9,37225;9,327975;9,2837;9,2803;9,2389;9,3257;9,2484;9,0969;9,0788;9,1146;9,058;9,0243;9,0375;9,0185;9,0961;9,4107;9,3134;9,3983;9,8091;9,766;9,8257;9,8268;9,97;10,0699;9,9422;10,0155;9,9845;9,7934;9,958;9,7868;9,9613;9,9045;10,1157;9,938;9,8367;9,9959;9,8811;10,1485
Orion Protocol;3,558686;3,567842;3,594247;3,638878;3,60088;3,578975;3,579904;3,547566;3,533584583;3,519603167;3,50562175;3,491640333;3,477658917;3,4636775;3,449696083;3,435714667;3,42173325;3,407751833;3,393770417;3,379789;3,343535;3,367875;3,401292;3,396365;3,439062;3,508276;3,480775;3,441503;3,382992;3,419886;3,427547;3,471058;3,583694;3,543856;3,505111;3,70517;3,706474;3,713718;3,67064;3,661287;3,673656;3,67064;3,738947;3,769945;3,830187;3,877294;3,956494;3,980065;3,978688;4,025828;3,991669;3,990767;3,982323;3,980103;4,004154
TrueFi;0,19131876;0,18991908;0,19077226;0,1851132;0,1811802;0,17894874;0,180481;0,1803062;0,179038356;0,177770512;0,176502668;0,175234823;0,173966979;0,172699135;0,171431291;0,170163447;0,168895603;0,167627758;0,166359914;0,16509207;0,1624928;0,16491865;0,16537105;0,16241952;0,1627675;0,16455296;0,16480875;0,16352235;0,16348176;0,16425388;0,16220829;0,16234881;0,16971201;0,16864965;0,1674162;0,17233956;0,17152394;0,1735258;0,17549829;0,17152296;0,1728048;0,17141487;0,17207502;0,17108658;0,16838235;0,16934797;0,16924656;0,17112056;0,17082009;0,17440218;0,17224204;0,17020624;0,17140916;0,16935282;0,1689336
IRISnet;0,06696485;0,06700968;0,06658669;0,06772527;0,06722039;0,06618568;0,06571606;0,06504178;0,065019603;0,064997425;0,064975248;0,06495307;0,064930893;0,064908715;0,064886538;0,06486436;0,064842183;0,064820005;0,064797828;0,06477565;0,06395672;0,06452987;0,06675608;0,06928373;0,0692637;0,0620424;0,0615983;0,05952176;0,05982648;0,05986998;0,05950804;0,05936239;0,06206137;0,0610926;0,0583213;0,05999357;0,06042097;0,0605275;0,05950036;0,05950923;0,0599954;0,05989312;0,06027953;0,05953387;0,06037926;0,06127247;0,06015186;0,06045252;0,06098179;0,06231001;0,06131781;0,06163745;0,06075047;0,06005599;0,06057698
aelf;0,33477444;0,333638;0,33112935;0,33749514;0,33184304;0,32653486;0,32772674;0,3224223;0,321036203;0,319650107;0,31826401;0,316877913;0,315491817;0,31410572;0,312719623;0,311333527;0,30994743;0,308561333;0,307175237;0,30578914;0,30152478;0,30519438;0,30519158;0,30504338;0,31067296;0,30454013;0,30583701;0,30916817;0,30440628;0,30705761;0,29296648;0,29115237;0,30117935;0,29497637;0,2929757;0,29552735;0,29427754;0,29920043;0,29672444;0,292149;0,29254624;0,2913532;0,29497329;0,29396512;0,29220395;0,29092849;0,29155455;0,29240925;0,29270511;0,29589438;0,29277854;0,29414897;0,29445234;0,29302115;0,29426054
BTC Standard Hashrate Token;14,8454;14,7421;14,7494;14,9454;14,8318;14,503;14,622;14,3773;14,3163;14,2553;14,1943;14,1333;14,0723;14,0113;13,9503;13,8893;13,8283;13,7673;13,7063;13,6453;13,544;13,7725;13,8087;13,8814;13,9604;13,9374;13,4101;13,4452;13,346;13,3656;13,2176;13,0906;13,4566;12,9962;13,0744;13,5094;13,4813;13,4915;13,5019;13,4147;13,3999;13,3865;13,5138;13,5022;13,3603;13,3841;13,3957;13,5026;13,3867;13,6268;13,4748;13,4865;13,5239;13,3235;13,4185
Numeraire;25,4654;26,2265;25,9667;24,5681;24,9527;24,871;25,7276;25,7131;25,2833;24,8535;24,4237;23,9939;23,5641;23,1343;22,7045;22,2747;21,8449;21,4151;20,9853;20,5555;20,189;20,2825;20,5639;20,2496;20,3326;20,3829;20,4657;20,4026;20,4396;20,5761;20,8187;20,7431;21,2029;21,0878;21,1263;22,0506;21,9381;22,19;22,0696;22,2216;22,8305;22,4144;22,5882;22,474;22,3976;22,6302;22,6047;22,5018;22,7938;23,3692;22,9304;22,7357;22,5041;22,5893;22,4443
FunFair;0,00957031;0,00950908;0,00922386;0,00925672;0,00916826;0,00913539;0,00916826;0,00914204;0,009104944;0,009067848;0,009030753;0,008993657;0,008956561;0,008919465;0,008882369;0,008845273;0,008808178;0,008771082;0,008733986;0,00869689;0,00850111;0,00858375;0,00850104;0,00844687;0,00852888;0,00858229;0,0086265;0,00863256;0,00862574;0,00868275;0,00868182;0,00867986;0,0087025;0,00868577;0,0086897;0,00874771;0,00875754;0,00874286;0,00871721;0,0087182;0,00873792;0,00869946;0,00873694;0,00871422;0,00868152;0,00872102;0,00871122;0,00868054;0,0086945;0,00873789;0,00871897;0,00874176;0,00873082;0,00876639;0,00870507
Steem;0,31774587;0,319132;0,31954887;0,31717285;0,31447285;0,318597;0,30498671;0,3025591;0,301590475;0,30062185;0,299653225;0,2986846;0,297715975;0,29674735;0,295778725;0,2948101;0,293841475;0,29287285;0,291904225;0,2909356;0,29032163;0,29042506;0,29289329;0,29569215;0,30096262;0,30388451;0,2972804;0,30260409;0,30080964;0,28901469;0,28153523;0,28201306;0,28685334;0,28373288;0,28367489;0,28666578;0,28508136;0,28764488;0,28446028;0,27955132;0,2808992;0,28009482;0,28151837;0,28224787;0,2792171;0,28093213;0,27993338;0,28178242;0,27873432;0,28345022;0,28149151;0,28179265;0,28345762;0,28105413;0,28259986
Balancer;11,9848;12,0211;11,838;12,0612;11,8951;11,793;11,7728;11,6155;11,510225;11,40495;11,299675;11,1944;11,089125;10,98385;10,878575;10,7733;10,668025;10,56275;10,457475;10,3522;10,1383;10,2013;10,2346;10,1744;10,2773;10,3555;10,3837;10,3254;10,3084;10,4122;10,365;10,3538;10,6856;10,6059;10,6916;11,1447;11,0752;11,0861;11,043;11,0176;11,1977;11,1051;11,1343;11,1393;11,101;11,1504;11,1824;11,242;11,1634;11,289;11,1325;11,1097;11,0293;10,9424;10,8256
IDEX;0,18043038;0,1863985;0,17879194;0,1810861;0,17551132;0,1775195;0,17458859;0,1755765;0,176686646;0,177796792;0,178906938;0,180017083;0,181127229;0,182237375;0,183347521;0,184457667;0,185567813;0,186677958;0,187788104;0,18889825;0,19493481;0,19672917;0,20324529;0,21088622;0,22938232;0,26815267;0,26637417;0,25993757;0,27792195;0,2457117;0,24269129;0,24284458;0,22288605;0,22815747;0,17457624;0,16259165;0,14039106;0,14375466;0,14572373;0,15802958;0,13836434;0,13677508;0,14719373;0,1188004;0,10490589;0,10609676;0,10558746;0,10541792;0,10507389;0,10660728;0,10590158;0,10604015;0,1060797;0,10508303;0,10459426
QuarkChain;0,01630395;0,01559395;0,01556286;0,01560461;0,01592268;0,01587573;0,01593368;0,0152521;0,015191978;0,015131857;0,015071735;0,015011613;0,014951492;0,01489137;0,014831248;0,014771127;0,014711005;0,014650883;0,014590762;0,01453064;0,01408396;0,01416708;0,01424012;0,01451052;0,01431606;0,01442386;0,01446971;0,01444098;0,01373261;0,01410628;0,01371749;0,01338256;0,01399285;0,01355833;0,01361905;0,01397534;0,01396157;0,01400646;0,01396751;0,01362;0,0137024;0,01364652;0,01414492;0,01344037;0,01367036;0,01344338;0,01367196;0,01371204;0,01363004;0,01348117;0,01333921;0,01372924;0,0137434;0,0136766;0,01371844
Metal;1,537024;1,533524;1,529151;1,55572;1,53387;1,543837;1,510272;1,488422;1,480141083;1,471860167;1,46357925;1,455298333;1,447017417;1,4387365;1,430455583;1,422174667;1,41389375;1,405612833;1,397331917;1,389051;1,382415;1,393716;1,401925;1,423373;1,429763;1,430086;1,42;1,441124;1,415189;1,420087;1,401494;1,415349;1,477566;1,50501;1,481058;1,505419;1,49232;1,503594;1,544598;1,355671;1,365744;1,351967;1,356711;1,351993;1,342256;1,357098;1,359128;1,374278;1,382772;1,380462;1,378649;1,3807;1,38535;1,388533;1,376595
STP Network;0,08646523;0,08563417;0,08544534;0,08623758;0,08303874;0,08185135;0,08324771;0,08018076;0,079783768;0,079386777;0,078989785;0,078592793;0,078195802;0,07779881;0,077401818;0,077004827;0,076607835;0,076210843;0,075813852;0,07541686;0,07428617;0,07428776;0,07481614;0,07705238;0,07353884;0,07336615;0,07486062;0,07386371;0,07149449;0,0684332;0,06582237;0,06625036;0,06730051;0,06685786;0,06752453;0,06723969;0,0673446;0,06809667;0,06687446;0,06709105;0,067044;0,06753622;0,06683223;0,06650562;0,06632112;0,06660902;0,06600082;0,06647376;0,06647149;0,06694306;0,06633335;0,06662257;0,06664823;0,06614481;0,06649533
Linear;0,02411224;0,02365459;0,02317769;0,02356574;0,02309982;0,0227292;0,02251424;0,0222371;0,022106454;0,021975808;0,021845163;0,021714517;0,021583871;0,021453225;0,021322579;0,021191933;0,021061288;0,020930642;0,020799996;0,02066935;0,02018672;0,02047734;0,02067325;0,02051383;0,02060078;0,0203143;0,02073386;0,02079494;0,02062982;0,02060691;0,02078087;0,02078659;0,02157232;0,02133814;0,02163032;0,02259268;0,02267999;0,02277325;0,02269217;0,02298773;0,02338104;0,02310683;0,02297885;0,02279378;0,02304694;0,02327873;0,02216917;0,02190592;0,02188278;0,02230501;0,02180189;0,02211505;0,0219785;0,02181098;0,02172502
Aavegotchi;1,809521;1,80729;1,802193;1,803839;1,790339;1,787734;1,789026;1,771074;1,770147;1,76922;1,768293;1,767366;1,766439;1,765512;1,764585;1,763658;1,762731;1,761804;1,760877;1,75995;1,754677;1,766979;1,770226;1,788802;1,782898;1,790545;1,802969;1,792278;1,788563;1,802522;1,790355;1,785839;1,786633;1,786093;1,773095;1,801769;1,786721;1,794593;1,799755;1,802206;1,810312;1,807582;1,807396;1,808562;1,817934;1,822795;1,823715;1,815344;1,805325;1,810757;1,811485;1,810626;1,813025;1,803322;1,801191
Aragon;6,9468;7,162;7,2051;7,2035;7,1292;6,678;6,8566;6,7333;6,744616667;6,755933333;6,76725;6,778566667;6,789883333;6,8012;6,812516667;6,823833333;6,83515;6,846466667;6,857783333;6,8691;6,6976;6,805;6,6341;6,6429;6,6997;6,5493;6,9562;6,8121;6,7509;6,8619;6,864;6,8606;7,1878;7,3312;7,2644;7,4147;7,4934;7,4186;7,3432;7,5019;6,7577;6,5042;6,6726;6,6516;6,6081;6,5221;6,6125;6,673;6,8053;6,9841;6,8674;7,0548;7,0265;6,8455;6,8937
UTRUST;0,22928508;0,2292238;0,2238208;0,22910161;0,22660227;0,22327068;0,2234818;0,2183252;0,217458073;0,216590945;0,215723818;0,21485669;0,213989563;0,213122435;0,212255308;0,21138818;0,210521053;0,209653925;0,208786798;0,20791967;0,2067931;0,21041345;0,20774464;0,21059928;0,2145975;0,21872422;0,2099825;0,19924024;0,19872864;0,2005507;0,19994763;0,19919393;0,20600931;0,2045043;0,20710004;0,21188565;0,2061118;0,20698832;0,20603517;0,20667984;0,2067264;0,20603517;0,21025472;0,21008295;0,2084988;0,20868155;0,20791371;0,20918688;0,20639444;0,2097804;0,20679732;0,2060813;0,20659971;0,20564908;0,2059992
Kyber Network;1,822208;1,816085;1,814172;1,83977;1,819668;1,814839;1,815298;1,818794;1,8146575;1,810521;1,8063845;1,802248;1,7981115;1,793975;1,7898385;1,785702;1,7815655;1,777429;1,7732925;1,769156;1,771136;1,776922;1,740563;1,742222;1,691575;1,665035;1,692462;1,624771;1,625962;1,655842;1,660177;1,656259;1,683841;1,748468;1,690106;1,769885;1,745316;1,744134;1,717699;1,734761;1,728936;1,723026;1,676355;1,663085;1,650022;1,660553;1,67291;1,680966;1,710866;1,743133;1,711541;1,686039;1,714983;1,69442;1,691118
Wanchain;0,39484237;0,39042324;0,38460457;0,39054788;0,3905032;0,38709576;0,3826372;0,37726156;0,375520693;0,373779827;0,37203896;0,370298093;0,368557227;0,36681636;0,365075493;0,363334627;0,36159376;0,359852893;0,358112027;0,35637116;0,3527862;0,35196522;0,35461153;0,3527604;0,35434768;0,35468;0,3579852;0,35571232;0,35699328;0,36212828;0,35998912;0,35702568;0,36611872;0,3594724;0,36195152;0,37179738;0,37024216;0,3715075;0,36719408;0,36808188;0,37140857;0,36990459;0,37211889;0,37326366;0,3751911;0,37593146;0,37458246;0,3766609;0,37415196;0,3745357;0,3727161;0,37245968;0,37070349;0,36711289;0,36731142
ARPA Chain;0,061208;0,06219828;0,06049282;0,06094225;0,05962428;0,05784581;0,05749172;0,05679453;0,056540013;0,056285495;0,056030978;0,05577646;0,055521943;0,055267425;0,055012908;0,05475839;0,054503873;0,054249355;0,053994838;0,05374032;0,05277787;0,05367863;0,05319612;0,05233714;0,05235367;0,05192515;0,05275291;0,05243056;0,05194642;0,05237737;0,05290883;0,05313706;0,0544575;0,05374378;0,05390315;0,05606595;0,05612921;0,05607225;0,05652623;0,05595546;0,05686112;0,0563867;0,05531617;0,05556316;0,0549711;0,0556553;0,05539625;0,05548077;0,05562535;0,05654929;0,05552891;0,05590194;0,05618906;0,05566883;0,05504325
