;05.02.2022 13:00:00;05.02.2022 10:59:33;05.02.2022 09:00:34;05.02.2022 07:01:32;05.02.2022 05:02:34;05.02.2022 03:03:30;05.02.2022 01:04:20;04.02.2022 23:05:01;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 23:03:39;03.02.2022 21:01:07;03.02.2022 19:02:05;03.02.2022 17:02:40;03.02.2022 15:03:40;03.02.2022 13:04:41;03.02.2022 11:05:53;03.02.2022 08:58:48;03.02.2022 06:59:59;03.02.2022 05:00:47;03.02.2022 03:01:44;03.02.2022 01:02:43;02.02.2022 22:59:15;02.02.2022 21:00:11;02.02.2022 19:01:21;02.02.2022 17:02:34;02.02.2022 15:03:42;02.02.2022 13:04:47;02.02.2022 11:05:54;02.02.2022 08:59:06;02.02.2022 07:00:14;02.02.2022 05:09:19;02.02.2022 03:02:34;02.02.2022 01:03:37;01.02.2022 23:04:24;01.02.2022 21:05:29;01.02.2022 18:58:39;01.02.2022 16:59:49;01.02.2022 15:00:03;01.02.2022 13:00:13;01.02.2022 11:00:54;01.02.2022 09:01:45;01.02.2022 07:03:01;01.02.2022 05:04:19;01.02.2022 03:05:36;01.02.2022 00:58:47
Ime;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena;Cena
Quantstamp;0,07107607;0,07009721;0,07020802;0,06971962;0,06807085;0,06746025;0,0680372;0,07057734;0,070212196;0,069847052;0,069481908;0,069116763;0,068751619;0,068386475;0,068021331;0,067656187;0,067291043;0,066925898;0,066560754;0,06619561;0,06655979;0,06822966;0,07087015;0,06736551;0,06453137;0,06570971;0,06418054;0,06326096;0,0597107;0,06144103;0,05813605;0,0550095;0,05560081;0,05652422;0,05387342;0,05511062;0,05627342;0,05813813;0,05953203;0,05587496;0,05689119;0,05595106;0,05854528;0,05818417;0,0580703;0,05729922;0,05529708;0,0561759;0,05691043;0,05779219;0,05336386;0,05491568;0,05600419;0,05265506;0,05244626
pNetwork;0,564573;0,563284;0,560251;0,565455;0,560409;0,555379;0,559185;0,555578;0,5520855;0,548593;0,5451005;0,541608;0,5381155;0,534623;0,5311305;0,527638;0,5241455;0,520653;0,5171605;0,513668;0,504931;0,507821;0,519068;0,513242;0,518125;0,515882;0,523182;0,517835;0,520527;0,512424;0,516067;0,517182;0,53891;0,526902;0,528141;0,545444;0,543771;0,538002;0,535876;0,540287;0,540376;0,539899;0,542152;0,545327;0,541528;0,55415;0,542407;0,536486;0,543373;0,544868;0,53819;0,534447;0,53454;0,52967;0,528333
Waltonchain;0,4930625;0,49662396;0,49441665;0,502782;0,4978304;0,49663302;0,4953832;0,49581553;0,492953366;0,490091202;0,487229038;0,484366873;0,481504709;0,478642545;0,475780381;0,472918217;0,470056053;0,467193888;0,464331724;0,46146956;0,46903932;0,45478947;0,44951375;0,4478868;0,45229456;0,44893621;0,45566592;0,44860704;0,4449135;0,44663079;0,44874628;0,44774532;0,46012696;0,45527268;0,45571538;0,47341932;0,47421791;0,4790725;0,4771925;0,47600319;0,47999874;0,47838153;0,48434945;0,47728359;0,4703676;0,47429856;0,46978365;0,47173776;0,4786859;0,47431704;0,47103834;0,4736396;0,47716604;0,47524022;0,4731741
SunContract;0,020797;0,02080327;0,02076565;0,02088683;0,02092092;0,02093793;0,02132677;0,02118384;0,021088259;0,020992678;0,020897098;0,020801517;0,020705936;0,020610355;0,020514774;0,020419193;0,020323613;0,020228032;0,020132451;0,02003687;0,01951354;0,01918154;0,01935823;0,01927814;0,01952237;0,01950582;0,0197314;0,01964695;0,01959686;0,01968728;0,01982504;0,01953;0,02030595;0,01974712;0,02010277;0,02056443;0,02061312;0,02062194;0,02075797;0,02078276;0,02056308;0,02071213;0,02092133;0,0206995;0,02095996;0,01994772;0,02011517;0,02006918;0,01999021;0,02027917;0,02024349;0,02015062;0,02020274;0,02020099;0,02075226
Streamr;0,07188178;0,07206602;0,07239204;0,07326706;0,07142385;0,07096756;0,07104746;0,07069721;0,070364313;0,070031417;0,06969852;0,069365623;0,069032727;0,06869983;0,068366933;0,068034037;0,06770114;0,067368243;0,067035347;0,06670245;0,06617149;0,06627132;0,06655435;0,06577814;0,06702796;0,06656457;0,06617625;0,06601907;0,06477586;0,06494191;0,06540747;0,0651532;0,06737257;0,06601542;0,06560814;0,06862727;0,068155;0,06834637;0,06858255;0,06946042;0,06989448;0,06971996;0,06993988;0,07096629;0,07083088;0,06981839;0,06916531;0,07012919;0,06798406;0,06872975;0,06644767;0,06688824;0,06633641;0,06561129;0,06533545
Loom Network;0,0689035;0,06973402;0,06731284;0,067904;0,06698462;0,06635868;0,065142;0,06454812;0,064117283;0,063686445;0,063255608;0,06282477;0,062393933;0,061963095;0,061532258;0,06110142;0,060670583;0,060239745;0,059808908;0,05937807;0,05919982;0,05857452;0,06148552;0,05995208;0,05964263;0,06015218;0,06023097;0,05932999;0,05938442;0,05948015;0,05813605;0,0569625;0,0589302;0,05949918;0,05952681;0,05851251;0,05831972;0,05882211;0,0578051;0,05689707;0,05791934;0,05731572;0,05785651;0,05749559;0,0580703;0,0576636;0,05666244;0,05720351;0,05725121;0,05813825;0,05746877;0,05731891;0,05772211;0,05744357;0,05796058
Voyager Token;1,736006;1,739718;1,74181;1,774945;1,777084;1,7109;1,719749;1,707688;1,695673583;1,683659167;1,67164475;1,659630333;1,647615917;1,6356015;1,623587083;1,611572667;1,59955825;1,587543833;1,575529417;1,563515;1,550715;1,571213;1,553642;1,536191;1,549079;1,572456;1,579171;1,575031;1,575318;1,580473;1,563468;1,591044;1,66303;1,605486;1,621191;1,774766;1,726059;1,759875;1,742994;1,694987;1,749918;1,710942;1,69127;1,687341;1,683356;1,717132;1,718988;1,802082;1,722989;1,710926;1,68233;1,696914;1,621716;1,600214;1,615694
Klaytn;1,040137;1,042881;1,03529;1,051542;1,046178;1,031556;1,040815;1,03132;1,026463;1,021606;1,016749;1,011892;1,007035;1,002178;0,997321;0,992464;0,987607;0,98275;0,977893;0,973036;0,960423;0,96589;0,975224;0,971413;0,977694;0,971155;0,995326;0,992768;1,003498;1,003971;1,010698;1,008951;1,027064;1,020636;1,020787;1,043533;1,041941;1,042171;1,04293;1,052931;1,050504;1,050267;1,053168;1,061519;1,056845;1,062779;1,059807;1,068338;1,062407;1,05868;1,065311;1,063018;1,077868;1,067365;1,068429
Arweave;35,4119;35,031;34,976;35,0077;35,1435;33,6654;34,5191;34,0248;33,7103;33,3958;33,0813;32,7668;32,4523;32,1378;31,8233;31,5088;31,1943;30,8798;30,5653;30,2508;29,8283;30,3065;30,5898;30,6762;30,6794;30,2344;30,9509;30,8733;30,5655;30,6513;30,8347;31,8378;33,1582;33,1861;33,3882;34,4746;34,867;35,0226;36,1253;35,4143;34,8185;35,5475;35,7686;36,6335;36,5537;36,6009;34,7282;34,8054;34,4127;33,716;34,9358;34,4368;34,563;35,1062;34,8064
eCash;0,00007354;0,00007382;0,00007348;0,00007453;0,00007346;0,00007206;0,0000721;0,0000714;7,10E-05;0,000070615;7,02E-05;0,00006983;6,94E-05;0,000069045;6,87E-05;0,00006826;6,79E-05;0,000067475;6,71E-05;0,00006669;0,00006524;0,00006564;0,00006601;0,00006507;0,00006578;0,00006615;0,0000686;0,00006773;0,00006724;0,00006685;0,00006706;0,00006738;0,00007003;0,00006998;0,00006919;0,00007056;0,00007163;0,00007153;0,00007156;0,00007085;0,00006918;0,00006878;0,00006859;0,00006888;0,00006809;0,00006854;0,00006801;0,00006814;0,00006756;0,00006735;0,00006794;0,00006771;0,00006824;0,00006826;0,00006807
WAX;0,32561806;0,32264212;0,32095726;0,32413201;0,31949769;0,31647614;0,31577328;0,31131443;0,310132963;0,308951495;0,307770028;0,30658856;0,305407093;0,304225625;0,303044158;0,30186269;0,300681223;0,299499755;0,298318288;0,29713682;0,28925995;0,29245195;0,29256106;0,29227455;0,2916945;0,28305236;0,29335066;0,29293393;0,28922445;0,28698044;0,28163922;0,2815088;0,29204299;0,29015705;0,28749515;0,29353857;0,29580068;0,29702765;0,29269231;0,28863976;0,28953506;0,2878363;0,29046569;0,29093335;0,29048554;0,29156294;0,2895203;0,29372204;0,29301908;0,2910057;0,29464763;0,29449165;0,29581954;0,29320701;0,29524995
APENFT;0,00000191;0,00000192;0,00000193;0,00000192;0,00000188;0,00000185;0,00000186;0,00000183;1,82E-06;0,000001815;1,81E-06;0,0000018;1,79E-06;0,000001785;1,78E-06;0,00000177;1,76E-06;0,000001755;1,75E-06;0,00000174;0,00000172;0,00000174;0,00000175;0,00000174;0,00000173;0,00000172;0,00000174;0,00000173;0,00000172;0,00000173;0,00000173;0,00000174;0,00000177;0,00000175;0,00000176;0,00000182;0,00000181;0,00000181;0,0000018;0,0000018;0,0000018;0,00000179;0,0000018;0,00000181;0,0000018;0,00000181;0,0000018;0,00000181;0,0000018;0,00000178;0,00000181;0,0000018;0,00000182;0,0000018;0,00000179
Render Token;3,277088;3,30581;3,309691;3,391158;3,245686;3,072551;3,143506;3,166926;3,146748917;3,126571833;3,10639475;3,086217667;3,066040583;3,0458635;3,025686417;3,005509333;2,98533225;2,965155167;2,944978083;2,924801;2,836445;2,859523;2,978818;2,893965;2,924566;2,950982;3,03468;2,918561;2,895088;2,944065;2,898692;2,987487;3,567896;3,305956;3,196429;3,32052;3,377375;3,366053;3,325127;3,191552;3,234895;3,262044;3,325826;3,475385;3,38475;3,444776;3,452544;3,390113;3,091639;3,100394;3,150622;3,076788;3,255429;3,184172;3,117692
Raydium;3,433;3,442;3,469;3,429;3,367;3,367;3,357;3,29;3,274166667;3,258333333;3,2425;3,226666667;3,210833333;3,195;3,179166667;3,163333333;3,1475;3,131666667;3,115833333;3,1;3,141;3,141;3,134;3,107;3,154;3,193;3,159;3,159;3,182;3,214;3,27;3,258;3,265;3,223;3,247;3,356;3,359;3,376;3,376;3,405;3,405;3,405;3,439;3,439;3,422;3,501;3,477;3,457;3,448;3,487;3,442;3,442;3,442;3,397;3,397
Moonriver;77,5775;78,7557;76,1;76,4234;75,4;75,7178;78,1752;76,6747;75,70180833;74,72891667;73,756025;72,78313333;71,81024167;70,83735;69,86445833;68,89156667;67,918675;66,94578333;65,97289167;65;64,2422;64,0818;63,9036;63,5;65,564;65,3357;66,0375;65,5112;65,503;65,9292;65,8189;66,0002;68,9034;67,8452;66,6453;70,9352;68,9222;67,6993;67,8592;67,6236;67,8993;67,3425;68,5883;68,0512;66,9939;67,6376;67,1321;67,664;67,6628;69,1478;68,7;68,342;67,3924;67,4958;67,0983
Kadena;5,5562;5,5176;5,4273;5,5884;5,6141;5,3624;5,301;5,1542;5,122451583;5,090703167;5,05895475;5,027206333;4,995457917;4,9637095;4,931961083;4,900212667;4,86846425;4,836715833;4,804967417;4,773219;4,572386;4,703987;4,814642;4,748023;4,844733;4,772054;4,884816;4,868197;4,796066;4,899147;4,902726;4,941288;5,137;5,0457;4,997604;5,2335;5,2449;5,3365;5,259;5,1762;5,2789;5,1903;5,3919;5,4427;5,375;5,4854;5,5089;5,6251;5,4628;5,4667;5,5541;5,5224;5,5431;5,3921;5,4255
XDC Network;0,05415012;0,05345639;0,05395048;0,05384456;0,053751;0,05393814;0,05322051;0,0525274;0,052273769;0,052020138;0,051766508;0,051512877;0,051259246;0,051005615;0,050751984;0,050498353;0,050244723;0,049991092;0,049737461;0,04948383;0,04911555;0,04873193;0,0495505;0,04962845;0,05003808;0,05028723;0,04976631;0,04937248;0,04889064;0,04895688;0,04854184;0,04973826;0,04975948;0,04930564;0,05130519;0,0523035;0,0518317;0,05246304;0,0528122;0,05273532;0,0526584;0,05184752;0,0523032;0,05249853;0,05257536;0,05322798;0,05261696;0,0531622;0,05276502;0,053334;0,0538431;0,05332897;0,05291352;0,05279456;0,05293134
Anchor Protocol;1,259974;1,260937;1,262577;1,253753;1,248072;1,255701;1,242686;1,23636;1,231042333;1,225724667;1,220407;1,215089333;1,209771667;1,204454;1,199136333;1,193818667;1,188501;1,183183333;1,177865667;1,172548;1,156711;1,154693;1,166897;1,174723;1,188984;1,188842;1,191558;1,18166;1,183516;1,182326;1,207305;1,30871;1,318477;1,316176;1,336141;1,353237;1,354588;1,361578;1,362159;1,366413;1,367698;1,37123;1,383348;1,394187;1,394736;1,401148;1,377795;1,377236;1,381262;1,389706;1,380252;1,37981;1,372164;1,372302;1,376417
SwissBorg;0,543414;0,545821;0,552969;0,5451;0,54167;0,528934;0,530185;0,53737;0,535811333;0,534252667;0,532694;0,531135333;0,529576667;0,528018;0,526459333;0,524900667;0,523342;0,521783333;0,520224667;0,518666;0,518402;0,524026;0,519087;0,522163;0,531212;0,52655;0,543852;0,53604;0,530154;0,536796;0,537192;0,548176;0,55648;0,54029;0,544571;0,555999;0,55054;0,544675;0,549071;0,550384;0,553661;0,549264;0,559258;0,555507;0,545976;0,550836;0,539539;0,55464;0,541835;0,54091;0,547758;0,531597;0,539573;0,534047;0,533473
Constellation;0,15764858;0,15760799;0,1575695;0,15766754;0,15772029;0,15876259;0,15974542;0,15715569;0,156578864;0,156002038;0,155425213;0,154848387;0,154271561;0,153694735;0,153117909;0,152541083;0,151964258;0,151387432;0,150810606;0,15023378;0,14930777;0,15150556;0,15267956;0,15527446;0,15738218;0,15631879;0,15795969;0,16147372;0,15738623;0,1578886;0,1534994;0,15406714;0,1539746;0,15002458;0,15060333;0,15277489;0,15505993;0,1582124;0,15777445;0,15451182;0,15560779;0,15557452;0,15429533;0,15168966;0,14820736;0,15227386;0,156699;0,15939473;0,16007877;0,16550518;0,16651192;0,16759808;0,16684417;0,16403412;0,16278347
Casper Network;0,08144388;0,08259056;0,08200934;0,0825056;0,0818064;0,08199996;0,08170965;0,0797088;0,079576662;0,079444523;0,079312385;0,079180247;0,079048108;0,07891597;0,078783832;0,078651693;0,078519555;0,078387417;0,078255278;0,07812314;0,0758183;0,0769912;0,07579872;0,07477992;0,07605875;0,07509502;0,07570375;0,07489235;0,07385904;0,07423353;0,07485855;0,07466451;0,07657845;0,07551609;0,07564732;0,07916275;0,07890632;0,0794402;0,0790053;0,07821518;0,079032;0,07891653;0,07973342;0,07941402;0,07836495;0,07857817;0,07777875;0,0793434;0,07824161;0,07902321;0,07890716;0,07842662;0,07884465;0,07749742;0,0763587
Persistence;2,949826;2,987783;3,096771;3,130668;3,113188;3,071065;3,060748;3,0153;3,00837875;3,0014575;2,99453625;2,987615;2,98069375;2,9737725;2,96685125;2,95993;2,95300875;2,9460875;2,93916625;2,932245;2,849753;2,878421;2,928427;2,787168;2,774325;2,777718;2,752137;2,726566;2,698423;2,72309;2,752491;2,763384;2,864831;2,8563;2,879736;2,972805;2,934218;2,931743;2,948939;2,953711;2,95704;2,959592;2,99755;2,97081;2,968262;3,071935;3,085372;3,087997;3,095725;3,12715;3,109975;3,106798;3,053114;3,034795;2,991087
DAO Maker;2,091638;2,019764;2,085389;2,037609;1,976988;1,950751;2,001371;1,961247;1,953027667;1,944808333;1,936589;1,928369667;1,920150333;1,911931;1,903711667;1,895492333;1,887273;1,879053667;1,870834333;1,862615;1,850772;1,849995;1,839312;1,860452;1,89459;1,952213;1,953982;1,985048;1,904182;1,916848;1,921429;1,988219;1,974024;2,027098;2,011714;2,108834;2,079341;2,073416;2,048013;2,0489;2,077174;2,072016;2,068683;2,038434;2,052717;2,034792;2,016896;2,07023;2,067186;2,173903;2,168403;2,09075;2,078372;2,061351;2,06622
Hathor;0,718211;0,734657;0,733887;0,685294;0,668785;0,668413;0,686186;0,660744;0,651399833;0,642055667;0,6327115;0,623367333;0,614023167;0,604679;0,595334833;0,585990667;0,5766465;0,567302333;0,557958167;0,548614;0,53458;0,541275;0,54182;0,540107;0,542351;0,558203;0,555131;0,546315;0,543227;0,541186;0,55227;0,556131;0,571373;0,576218;0,566912;0,601154;0,599317;0,603923;0,600237;0,591807;0,605882;0,608252;0,6083;0,605909;0,594186;0,615366;0,606052;0,60835;0,607727;0,64063;0,626448;0,6259;0,619621;0,598309;0,602316
Chia Network;70,6188;71,1865;70,9522;71,4437;70,3358;69,2533;71,703;71,9923;71,83413333;71,67596667;71,5178;71,35963333;71,20146667;71,0433;70,88513333;70,72696667;70,5688;70,41063333;70,25246667;70,0943;69,3707;69,285;70,0972;69,7572;70,4717;70,1194;70,4737;70,3693;69,7387;70,743;70,9927;69,9884;71,503;70,6139;69,4638;71,5904;71,2241;71,4536;71,4015;72,0894;72,8534;72,7952;72,9479;73,2113;73,0974;72,5847;72,4533;72,6251;72,653;73,4075;73,1093;73,2671;72,5683;71,5233;72,5232
RMRK;17,1592;16,9176;16,2183;16,7808;16,1592;15,6692;15,7785;15,3762;15,2228;15,0694;14,916;14,7626;14,6092;14,4558;14,3024;14,149;13,9956;13,8422;13,6888;13,5354;13,1887;13,1765;13,0495;12,847;13,2574;13,4788;13,6093;13,4928;13,685;13,9603;14,0172;14,111;14,862;14,2147;14,1286;15,0203;14,9002;15,0488;14,9176;14,729;14,8792;14,8293;15,3003;15,6238;15,4916;15,8032;15,6479;15,589;15,3067;15,8286;15,5189;15,2369;15,4732;15,0432;14,9862
TitanSwap;1,112662;1,13338;1,069983;1,09887;1,09332;1,060661;1,098462;1,11195;1,103379083;1,094808167;1,08623725;1,077666333;1,069095417;1,0605245;1,051953583;1,043382667;1,03481175;1,026240833;1,017669917;1,009099;1,015958;1,011594;1,009934;1,017346;1,03941;1,045689;1,039435;1,038006;1,014003;1,020268;1,016825;1,04016;1,079093;1,084877;1,111682;1,112605;1,104893;1,109879;1,110812;1,139735;1,125851;1,110429;1,148202;1,153701;1,1277;1,151411;1,133829;1,093558;1,089339;1,095041;1,092259;1,139424;1,101287;1,105162;1,105662
ASD;0,22648572;0,22537424;0,22521968;0,225492;0,2251424;0,22484424;0,2236566;0,22287;0,222463467;0,222056933;0,2216504;0,221243867;0,220837333;0,2204308;0,220024267;0,219617733;0,2192112;0,218804667;0,218398133;0,2179916;0,21703645;0,2169125;0,21748267;0,2184632;0,2201;0,2198768;0,22107625;0,21971377;0,21954024;0,21986251;0,22041192;0,21761649;0,21840351;0,21842818;0,21958982;0,21838305;0,21787698;0,21959224;0,21855174;0,21857636;0,2194248;0,21828543;0,21833461;0,21952364;0,21908385;0,22033924;0,21893607;0,21977074;0,21949893;0,21964719;0,21962196;0,21952332;0,21969594;0,21991788;0,2194533
Conflux;0,10523844;0,10533796;0,104916;0,1078516;0,1057419;0,10464174;0,1046178;0,1040934;0,103403509;0,102713618;0,102023728;0,101333837;0,100643946;0,099954055;0,099264164;0,098574273;0,097884383;0,097194492;0,096504601;0,09581471;0,09394115;0,09457669;0,09597662;0,09662376;0,096205;0,09672806;0,09576125;0,09537664;0,09529056;0,09534175;0,09470271;0,09538989;0,0982683;0,09676329;0,09823522;0,10067886;0,10093286;0,10012128;0,09947754;0,10023262;0,1009656;0,09951117;0,10077665;0,10011141;0,0989124;0,10011375;0,0995568;0,09943492;0,09922311;0,1013346;0,1001925;0,10050358;0,10084988;0,09979242;0,0999702
Ergo;3,21314;3,222763;3,232287;3,382767;3,485113;3,386651;3,221195;3,082598;3,069703667;3,056809333;3,043915;3,031020667;3,018126333;3,005232;2,992337667;2,979443333;2,966549;2,953654667;2,940760333;2,927866;2,848002;2,866172;2,867016;2,867885;2,9465;2,989615;2,998862;3,008102;2,981815;3,014573;3,034207;3,048579;3,047203;3,065794;3,062211;3,12653;3,111138;3,098612;3,090814;3,109963;3,137304;3,192169;3,225741;3,222752;3,171067;3,173383;3,132484;3,128909;3,120783;3,140484;3,134912;3,137955;3,133295;3,1213;3,122955
Divi;0,07354444;0,07356193;0,07381715;0,07414142;0,07338978;0,07525988;0,07537388;0,074727;0,074062667;0,073398333;0,072734;0,072069667;0,071405333;0,070741;0,070076667;0,069412333;0,068748;0,068083667;0,067419333;0,066755;0,06771117;0,0673323;0,06684149;0,06725789;0,06873688;0,06733727;0,06538212;0,06242211;0,0619123;0,06100098;0,06023234;0,06155615;0,06186476;0,06010095;0,05864882;0,05923067;0,05948935;0,05976211;0,06190502;0,06180864;0,06004656;0,06072756;0,06291659;0,05963158;0,05602961;0,05680232;0,0580985;0,05437792;0,05728245;0,06092521;0,06088142;0,06189561;0,06307572;0,06337131;0,05851197
AllianceBlock;0,32228507;0,32114079;0,32043969;0,31900126;0,3177427;0,31125017;0,32261088;0,31871284;0,317644908;0,316576975;0,315509043;0,31444111;0,313373178;0,312305245;0,311237313;0,31016938;0,309101448;0,308033515;0,306965583;0,30589765;0,30202999;0,30926875;0,30972199;0,30936327;0,31380225;0,31098382;0,31188525;0,30932756;0,31154522;0,31398034;0,31709905;0,31886086;0,32772035;0,32634073;0,32685134;0,33535817;0,33068117;0,32686758;0,3266736;0,33217037;0,3323784;0,33285199;0,33510234;0,33466028;0,33781431;0,3452723;0,33950647;0,33897702;0,33582182;0,34221761;0,3367893;0,33684278;0,3429965;0,3431468;0,34003233
Bonfida;2,040908;2,042017;2,072091;2,061766;2,084252;1,95034;1,965626;1,951642;1,95168875;1,9517355;1,95178225;1,951829;1,95187575;1,9519225;1,95196925;1,952016;1,95206275;1,9521095;1,95215625;1,952203;1,949739;1,965025;1,973925;2,021436;2,082962;2,100355;2,175263;2,013014;2,011198;2,143637;2,228038;2,223107;2,224759;2,037961;1,905356;1,995883;1,974427;2,013964;2,019722;2,051706;2,078808;2,09941;2,161149;2,217197;2,235314;2,153558;2,131582;2,121219;2,081287;2,111137;2,104488;2,158978;2,114997;2,070527;2,087847
RSK Infrastructure Framework;0,13585644;0,13613444;0,13647823;0,138529;0,13676535;0,1350639;0,1443848;0,1339842;0,13289078;0,13179736;0,13070394;0,12961052;0,1285171;0,12742368;0,12633026;0,12523684;0,12414342;0,12305;0,12195658;0,12086316;0,1216945;0,1198613;0,12089194;0,12075768;0,11928;0,1165879;0,11723875;0,1178912;0,11751912;0,11946543;0,11906496;0,11894951;0,12367641;0,12562407;0,12454348;0,12987396;0,12844392;0,12763688;0,12769686;0,1269554;0,1245864;0,12658602;0,12679212;0,12578328;0,12515265;0,12770065;0,1226682;0,12353766;0,12249657;0,12586824;0,1269105;0,1241829;0,1193806;0,1195012;0,1239381
MXC;0,07919477;0,07955028;0,07889596;0,07838556;0,07814784;0,07744101;0,07800537;0,07720217;0,077188343;0,077174517;0,07716069;0,077146863;0,077133037;0,07711921;0,077105383;0,077091557;0,07707773;0,077063903;0,077050077;0,07703625;0,07895084;0,08108013;0,07444943;0,06977874;0,07091569;0,07156547;0,07152362;0,07013203;0,0693354;0,07112583;0,07115017;0,07416055;0,07494242;0,07450773;0,07539132;0,07713105;0,07657098;0,07627591;0,07666;0,07650173;0,07736434;0,07707366;0,07997759;0,07828943;0,08069811;0,08032504;0,0763174;0,07573775;0,07772651;0,0784152;0,07817598;0,07805541;0,07866112;0,07729409;0,0824674
Avalaunch;5,5213;5,5645;5,5404;5,5881;5,4746;5,4383;5,3851;5,319;5,297483333;5,275966667;5,25445;5,232933333;5,211416667;5,1899;5,168383333;5,146866667;5,12535;5,103833333;5,082316667;5,0608;4,930028;4,986012;5,1073;5,0055;4,956066;5,0348;5,1193;5,1453;5,1941;5,1671;5,2154;5,3951;5,6267;5,5823;5,7075;5,9662;5,9476;6,0261;6,0258;5,9983;6,1118;6,12;5,9949;5,9632;6,0056;5,991;5,8979;5,8638;5,8781;6,0019;5,9428;5,9416;5,9912;5,9537;5,9964
Electroneum;0,00660903;0,00665417;0,00657474;0,00657559;0,006555;0,00652214;0,00656986;0,00653131;0,006487784;0,006444258;0,006400733;0,006357207;0,006313681;0,006270155;0,006226629;0,006183103;0,006139578;0,006096052;0,006052526;0,006009;0,00589422;0,00582605;0,00589853;0,00613046;0,00616715;0,00617739;0,00611967;0,00603969;0,00593777;0,00605167;0,00603918;0,00591373;0,00615284;0,00619771;0,00627988;0,00637771;0,00637797;0,00642037;0,00634615;0,00631794;0,00633162;0,00631616;0,00623279;0,00628437;0,00629215;0,00636866;0,00631155;0,00642921;0,00629521;0,00625821;0,00614184;0,00617826;0,00625964;0,00633909;0,00625482
Aurory;8,1121;8,0709;8,082;8,0601;8,0574;8,0348;8,0845;8,0426;8,030125;8,01765;8,005175;7,9927;7,980225;7,96775;7,955275;7,9428;7,930325;7,91785;7,905375;7,8929;7,8882;7,8995;7,9018;7,9069;8,0096;8,0016;8,0327;8,0334;7,996;8,0078;8,0165;8,0344;8,0474;8,0642;8,0323;8,0923;8,0588;8,1171;8,0728;8,0834;8,1056;8,0701;8,0941;8,064;8,042;8,1142;8,0765;7,8152;7,7744;7,7557;7,7545;7,7394;7,7856;7,789;7,7998
Oxygen;0,611;0,613;0,617;0,619;0,598;0,591;0,606;0,578;0,574083333;0,570166667;0,56625;0,562333333;0,558416667;0,5545;0,550583333;0,546666667;0,54275;0,538833333;0,534916667;0,531;0,542;0,543;0,545;0,552;0,567;0,577;0,581;0,584;0,57;0,579;0,575;0,56;0,593;0,577;0,593;0,636;0,63;0,635;0,634;0,631;0,608;0,593;0,634;0,592;0,609;0,601;0,585;0,585;0,575;0,612;0,594;0,585;0,527;0,519;0,514
XCAD Network;4,362137;4,257827;4,318168;4,333351;4,200706;4,198957;4,189956;4,101102;4,077149417;4,053196833;4,02924425;4,005291667;3,981339083;3,9573865;3,933433917;3,909481333;3,88552875;3,861576167;3,837623583;3,813671;3,752665;3,768618;3,836699;3,805673;3,788078;3,826997;3,878838;3,933045;3,91878;3,962396;3,989023;4,092937;4,240108;4,137297;4,206447;4,403781;4,392201;4,410342;4,383779;4,392086;4,378945;4,327449;4,339345;4,37541;4,393152;4,461949;4,383521;4,400484;4,443164;4,474723;4,465825;4,48266;4,443542;4,331789;4,450064
CUDOS;0,02414724;0,02465186;0,02462903;0,02468458;0,0247779;0,02479231;0,02419232;0,02406397;0,023932164;0,023800358;0,023668553;0,023536747;0,023404941;0,023273135;0,023141329;0,023009523;0,022877718;0,022745912;0,022614106;0,0224823;0,02241024;0,02249007;0,02256778;0,02266298;0,02292525;0,0239409;0,02412297;0,02409235;0,02372872;0,02358622;0,02372172;0,02366869;0,02395351;0,02356935;0,0241183;0,02429447;0,02319323;0,02317262;0,02314495;0,02332251;0,02328962;0,02327549;0,02303213;0,02329123;0,02297578;0,02290485;0,02244473;0,02232394;0,0220604;0,02213361;0,02218485;0,02197904;0,02229923;0,02210524;0,02190324
Solanium;1,119125;1,124993;1,126098;1,129337;1,113476;1,078763;1,097744;1,078639;1,07217425;1,0657095;1,05924475;1,05278;1,04631525;1,0398505;1,03338575;1,026921;1,02045625;1,0139915;1,00752675;1,001062;0,970819;0,973111;0,987615;0,977688;0,989228;0,997538;0,996326;0,993654;0,99696;1,023252;1,027528;1,042877;1,109156;1,075761;1,075761;1,114596;1,121168;1,120025;1,10975;1,105436;1,121418;1,113176;1,140064;1,163673;1,145676;1,192868;1,144903;1,148215;1,147684;1,116458;1,103453;1,102191;1,090462;1,05934;1,050607
